episode,avg_reward,avg_success,avg_steps,cnt_seeds,smoothed_reward,smoothed_success,smoothed_steps
300,5.98999999999999,0.8,20.1,10,-3.609999999999978,0.9400000000000001,17.1
301,-11.95,0.9,19.5,10,-2.2959999999999887,0.9299999999999999,16.96
302,10.249999999999973,1.0,17.5,10,-0.9359999999999905,0.93,16.360000000000003
303,-23.9899999999998,0.9,19.9,10,-3.376999999999987,0.93,16.770000000000003
304,-23.599999999999977,0.9,16.0,10,-4.146999999999977,0.9299999999999999,16.470000000000002
305,0.36999999999998145,0.9,16.3,10,-4.7129999999999646,0.9299999999999999,16.130000000000003
306,9.91999999999997,1.0,10.8,10,-6.286999999999955,0.9400000000000001,15.87
307,-13.45999999999998,1.0,14.6,10,-5.7999999999999465,0.93,16.0
308,-10.54999999999989,0.9,15.5,10,-9.216999999999933,0.9,17.169999999999998
309,9.89000000000008,1.0,11.1,10,-7.151999999999946,0.9099999999999999,16.520000000000003
310,-9.74999999999991,0.9,17.5,10,-4.319999999999949,0.9199999999999999,16.2
311,-7.079999999999918,0.8,20.8,10,-3.3769999999999465,0.93,15.77
312,-23.91999999999989,0.7,29.2,10,-4.800999999999936,0.93,16.009999999999998
313,-3.339999999999921,1.0,13.4,10,-1.9679999999999385,0.93,15.679999999999998
314,4.720000000000001,1.0,12.8,10,0.04300000000004776,0.9400000000000001,15.569999999999999
315,9.799999999999999,1.0,12.0,10,-0.7839999999999593,0.9400000000000001,15.84
316,-4.3199999999999195,1.0,13.2,10,0.035000000000029785,0.95,15.65
317,14.86999999999999,1.0,11.3,10,-0.38599999999997825,0.97,14.86
318,9.55999999999997,1.0,14.4,10,2.139000000000021,1.0,13.61
319,1.6200000000000103,1.0,13.8,10,2.7610000000000112,1.0,13.39
320,-1.560000000000019,1.0,15.6,10,0.9020000000000217,0.99,13.98
321,-11.29,1.0,12.9,10,0.31800000000002193,0.99,13.819999999999999
322,1.3300000000001002,1.0,16.7,10,0.43500000000002287,0.99,13.65
323,2.8799999999999812,1.0,11.2,10,-2.164999999999974,0.99,13.65
324,-13.869999999999894,0.9,18.7,10,-2.5369999999999697,0.99,13.37
325,3.96,1.0,10.4,10,-3.005999999999971,0.99,13.059999999999999
